title,url,product_price,rating_reviews
Remax Sporty Bluetooth Earphone RB-S7 White,https://www.goto.com.pk/remax-sporty-bluetooth-earphone-rb-s7-white,"Rs. 3,735",(0 Reviews)
Remax Bluetooth Headset T7 Black,https://www.goto.com.pk/remax-bluetooth-headset-t7-black,"Rs. 1,381",(1 Reviews)
Remax Sports Wired Headset S15 Green & Black,https://www.goto.com.pk/remax-sports-wired-headset-s15-black-green,"Rs. 1,160",(0 Reviews)
Remax In-earphone 575 Pro Purple,https://www.goto.com.pk/remax-in-earphone-575-pro-purple,Rs. 783,(4 Reviews)
LDNIO 6 USB 7A Compatiable Charger A6702 White & Green,https://www.goto.com.pk/ldnio-6-usb-7a-compatiable-charger-a6702-white-green,"Rs. 1,336",(4 Reviews)
Data & Jewellery 0.5 m Cable RC058M - Black & Silver,https://www.goto.com.pk/data-and-jewellery-0-5-m-cable-rc058m-black-and-silver,Rs. 700,(0 Reviews)
Dual USB Ports Car Charger For Smart Phones LTQ002 - White,https://www.goto.com.pk/dual-usb-ports-car-charger-for-smart-phones-ltq002-white,Rs. 700,(4 Reviews)
Remax Smart Bluetooth Headset 195 HB White,https://www.goto.com.pk/remax-smart-bluetooth-headset-195-hb-white-orange,"Rs. 4,698",(0 Reviews)
Remax Tripod Selfie Stick Bluetooth P9 White,https://www.goto.com.pk/remax-tripod-selfie-stick-bluetooth-p9-white,"Rs. 3,164",(0 Reviews)
Remax USB to 8 Pin Data Charging Cable For iPhone RC080i Black,https://www.goto.com.pk/remax-data-cable-applicable-to-all-lightning-port-product-rc-080i-hm00-104-black,Rs. 431,(3 Reviews)
Remax Wired Music Earphone RM-512 White & Pink,https://www.goto.com.pk/remax-wired-music-headset-hm00-99-pink,Rs. 369,(4 Reviews)
Remax Cutie Data Cable For Micro/Type-C/Lightning  RC-073th White,https://www.goto.com.pk/remax-cutie-data-cable-for-micro-type-c-lightning-hm00-88-white,Rs. 469,(4 Reviews)
WK Wireless Makoo Speaker SP350 Grey,https://www.goto.com.pk/WK-wireless-makoo-speaker-sp350-hm00-123-grey,"Rs. 1,704",(0 Reviews)
Remax Bluetooth Headset RB-T10 Black,https://www.goto.com.pk/remax-bluetooth-enjoy-music-t10-black,"Rs. 1,268",(4 Reviews)
Remax Bluetooth Headphones For Tablet & Smartphone 200HB Black,https://www.goto.com.pk/remax-bluetooth-headphones-for-tablet-smartphone-200hb-black,"Rs. 4,472",(2 Reviews)
WK Rhythm Wireless Headset BD520 White,https://www.goto.com.pk/WK-rhythm-wireless-headset-bd520-white,"Rs. 3,112",(2 Reviews)
Remax 2 In 1 Weave Data Cable & Charging For Micro RC-018m Black,https://www.goto.com.pk/remax-2-in-1-weave-data-cable-charging-for-micro-hm00-107-black,Rs. 544,(0 Reviews)
Remax Portable Fabric Bluetooth Speaker RB-M15 Black,https://www.goto.com.pk/remax-portable-fabric-bluetooth-speaker-rb-m15-black,"Rs. 3,145",(4 Reviews)
Remax USB Data Cable For iPhone 4/4S White,https://www.goto.com.pk/remax-usb-data-cable-for-iphone-44s-white,Rs. 433,(0 Reviews)
Remax Knight Charging Data Cable For iPhone RC-043i Pink,https://www.goto.com.pk/remax-knight-charging-data-cable-for-iphone-hm00-17-pink,Rs. 582,(0 Reviews)
Wireless Bluetooth Headset X3 - Black,https://www.goto.com.pk/space-wireless-bluetooth-headset-x3-black,"Rs. 3,500",(0 Reviews)
LDNIO LED Touch Lamp with USB Port Charger A-2205 White,https://www.goto.com.pk/ldnio-led-touch-lamp-with-usb-port-charger-a2205-white,Rs. 958,(6 Reviews)
WK Wireless Headset BD800 White,https://www.goto.com.pk/WK-wireless-headset-bd800-white,"Rs. 5,539",(1 Reviews)
Remax 2 In 1 Weave Data Cable & Charging For Lightning RC-081i Yellow,https://www.goto.com.pk/remax-2-in-1-weave-data-cable-charging-for-lightning-rc-081i-yellow,Rs. 544,(0 Reviews)
Remax HD Voice Bluetooth Headset RB-T16 White,https://www.goto.com.pk/remax-hd-voice-bluetooth-headset-rb-t16-white,"Rs. 2,060",(0 Reviews)
2 in 1 Data Cable For Apple and Micro USB WDC009 - Black,https://www.goto.com.pk/2-in-1-data-cable-for-apple-and-micro-usb-wdc009-black,Rs. 600,(0 Reviews)
